,Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
0,0.3577222274346553,0.39845769716760565,0.4322694823180048,0.3685567066741993,0.3222254539986015,0.4005591345623181,0.41905037221507385,0.5322536206168632,0.6827326090331172,0.39081406599480095,0.45451880659724725,0.4470190296646239,0.5266697009898555,0.6355590990519798,0.4056146737537363,0.3421053018858053,0.3609867598686978,0.3388491173212195,0.47125227048363344,0.4405000049400057,0.5108800439145986,0.39483159595992195,0.4520376436914437,0.3879418474134146,0.4985208590886946,0.6899259003730591,0.6242137798950976,0.4079880392350073,0.33568788152130163,0.4426057044958619,0.34326116857800926,0.4208042850899017
1,0.5715336750163381,0.46361372303667137,0.32932886352813673,0.43819039221715467,0.5173356707938248,0.3743734006698187,0.34439502758352364,0.34623135067241306,20.708373596796413,34.430215619444255,12.04517212449813,19.4417346114057,25.69032152582823,38.37557027608867,18.901128281476435,19.565841518591764,10.336209589665158,19.044197099544483,42.877749194384464,29.18415411259642,26.82574705464156,20.906120539073655,21.27398975272149,25.121916085821642,61.430073144425556,92.33418600283728,46.1278865312121,24.727844467433837,18.603229822318447,60.800346402917484,8.171316670188968,41.36538286510153
2,54.27723249672215,66.10272657733009,57.55288986284788,39.45526513947081,33.78920341286026,40.6263128916824,44.55946427327689,43.311744615179244,61.487298028769025,20.31390176935611,49.35710422704927,13.965197921457454,48.31422648860048,52.42015031801386,26.936786181964372,11.578185912821194,3.2477330549254804,6.405680524506493,5.957441149307081,1.9820201969455682,3.8660760427903345,7.279701964341409,4.926175071515113,5.501340090745511,6.34534682641305,3.1728217456813197,2.4882850308666122,2.774185656383986,2.715448735935822,4.077936879131855,4.544455734462294,5.410853309064333
3,3.097682361768716,5.526222069081138,6.169488192406531,1.9137673408287053,4.6652684429315325,4.898037013565042,4.73951849481023,5.582462148796984,4.077191721788985,2.903961047462234,5.056079301491219,1.0308454976501376,7.4215573661289405,3.6667244680635034,2.6949914213130484,3.5413628558957226,1.7819702421957433,3.491316167684813,1.4306579345945392,2.0277432520186314,3.2446150165831678,3.8980648030760525,2.560488658586862,1.9344670360611953,54.51345624041284,45.309573241204916,52.14592545219006,141.89895268572775,105.31019849071693,29.20667759594848,54.40661635907763,23.555716743180085
4,35.02647793351744,45.79757982684757,85.97420668688474,110.95606116057493,61.67344001614354,59.41730139065299,72.20514611587006,56.01292027665869,85.38346325653274,30.207533419442875,61.37777184227181,41.61424220511448,56.08855524319032,92.41746548309585,36.3841187722328,46.15444305299837,37.725598516065496,101.52245734231566,74.6737753504522,20.119836744425353,28.160581182188686,65.00381273355703,32.20802418328651,125.93329156443926,75.76078521339491,89.14447021704369,57.69860808847982,87.22587129663027,72.25920215832934,56.611330101344166,36.287765489303524,342.42573340260566
5,7.347745523940403,7.3775733273209605,14.420216919673576,8.47909090642458,11.605256690415246,13.063866878673743,8.611346192394778,12.960565424018682,13.168234337931631,12.032848499896868,9.827368653618745,6.769017478481709,13.658217852917671,11.75053928487446,13.503671333301423,29.753004416445986,18.897908358814757,9.03079952163455,11.42076392415812,8.22961844497406,10.539561388104453,11.641475477922818,11.635172397616532,9.722751721030281,10.560007395532521,9.631758137420785,14.928050051997914,11.54881405462521,20.785320326388145,7.6008560839586945,10.964736861983955,9.285617884363617
6,7.665298345472547,9.253072100219297,10.439672006887829,6.164738657052019,5.651035719491805,7.307164621483929,14.058501181152577,5.966417822140608,2.779646619397039,3.2523725476432586,3.902847101375549,3.341344979184124,7.030447011188855,4.004269783306202,9.316336015622323,3.6839406455441237,4.575265464687344,4.375530261000827,4.870045854694978,3.7118632192855006,3.4868512324787466,3.0375114769358826,5.58466812376986,2.280797869810025,5.353072370787733,3.526369319945907,4.020511457194406,4.687670756213269,2.3673202549386247,2.389350551807676,3.0342658221605285,3.65433894396833
7,3.9524919075467615,1.9880669729918323,2.4745334131953154,2.3903591688495083,3.4301809811376405,2.0613567739618324,7.319303483573683,3.956144931875197,2.2383256161094742,2.924685909529679,2.7843361701822222,3.075712750580198,2.832942544723069,8.79223444364198,3.659783670006038,3.565259323177888,2.931744340516246,3.6318172704069323,2.706072493137192,3.222190199089415,2.9242820505843476,3.9997811123451306,3.514468399809675,3.040191943914568,4.240858148328072,2.81343531122735,2.947053399222845,2.592396065336385,2.537704043596518,2.362392026467362,4.465994984082922,2.556945783631758
8,4.632605189085445,2.8686086708769696,3.5982838007665863,2.638457088896276,2.0364854784330673,2.9330764962646096,2.3029130276062246,2.3957567245133635,3.2059121281067884,2.5722475629234465,3.0852079297733135,2.0461269264731143,2.033393678521387,2.4698478079393755,2.524765648950585,2.1210380810955773,1.9963218615181177,2.681550729686465,1.6898840629873568,2.488591255540442,2.7453495223091866,2.794300332335469,3.4787160949710247,2.1525448649054795,1.7311365370671234,1.754717532669469,1.330487063731827,1.6429784855644824,2.3976042399392017,2.224350036099981,2.5470259937607054,5.930650633452166
9,1.9740710808370525,3.5899438239509767,1.192446568385762,2.25541826126369,6.412075876010354,2.0154217175117966,3.7291799402695576,0.8778705637240453,1.4406724590997473,1.7624715935398465,3.6398050467707965,2.2780938713256025,2.085855352503936,2.8756252511256424,2.5145415083492457,1.9346741885968761,2.474340379901786,3.6974304353286493,5.199426714627053,1.1642823529794684,2.090986751125484,1.4705183656481098,1.432157872999361,2.563815419694538,2.4330526793900353,2.2578224627624137,4.052378547409764,8.717544768889471,2.600710555078027,5.4087657960019255,2.7819192039690597,2.3083939044766906
