,Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
0,0.9265215634357507,0.9324298249777585,0.9319211098844384,0.9265423198501856,0.9223043087084213,0.9288533079802974,0.9256312681064643,0.9353249642763739,0.9388587709624823,0.9297510120945804,0.9247228503878415,0.9289648530739124,0.9368438517612006,0.9394000121798227,0.9266863226740614,0.9300963646160891,0.9247830252459784,0.9244787170104044,0.928084575548107,0.9330334487197025,0.932457898662395,0.9339302910753524,0.9309337034194441,0.9299746997501347,0.9338815152874443,0.9502662522906123,0.9441795576917688,0.9273756959187177,0.9217361271156134,0.9280959521453264,0.9313243613788958,0.924436061705756
1,0.9313037278494398,0.9288258417991586,0.9328701520000782,0.9343755195930511,0.9304809174392151,0.927287699138154,0.9348736433971544,0.9282392464724081,0.9834839074488185,0.9806387685103461,0.9808970909191572,0.974032788743647,0.9823772283772185,0.9864816650034366,0.9844418446568067,0.9798023930125342,0.9773908236238922,0.9783349884068542,0.9766924676938404,0.9804467704731631,0.9807544798650227,0.9797948960833149,0.9832637068607363,0.9786114734300289,0.983965953205659,0.982266993991322,0.9811285220440928,0.9814326318479765,0.9784529846213504,0.9837466399843346,0.9804442470049719,0.9863195991104786
2,0.9813604655770882,0.9829591561023573,0.9809205624676731,0.9774369148442378,0.9831814711446469,0.9852763299688986,0.9846275440724189,0.9858510060920218,0.9873222851695213,0.980711499587221,0.9828223490811331,0.9837782909025411,0.9839556497081303,0.986099502355262,0.9777667758300479,0.975732372662862,0.9668497978090137,0.9693493986433784,0.9665356818470154,0.9630043043598314,0.9699046285225453,0.970149654859619,0.9669650006774834,0.9701331979384028,0.9703913300756386,0.9667032788030685,0.9693183635610549,0.9704535875860986,0.9753644651308748,0.9722015111746881,0.9701069984536053,0.9633208702467463
3,0.9705613222664601,0.9689243837125227,0.9702214643479065,0.9674981999475142,0.9715987177705675,0.9650881783779313,0.9672163159464519,0.9719185567611396,0.9671993988919325,0.9692543936833519,0.969997065277192,0.9664645374439113,0.9671938571908237,0.9660758584734529,0.9679510062764963,0.9670283704059883,0.966074423050883,0.9664667813544855,0.9642591241447461,0.962116274458417,0.9667489420038611,0.9684808229813557,0.9689057174667978,0.9690688764458375,0.9934493124370751,0.9932868186416942,0.9928584029440602,0.9940917892802221,0.9930142809782823,0.9957623063595402,0.9960838623384004,0.9941029301457024
4,0.996146266655095,0.9944295120341364,0.9934837943981207,0.993282272564667,0.9937299057012239,0.9929295600301326,0.9923890439456433,0.9916139378139324,0.9942147315294528,0.9920755983848227,0.9921753304595751,0.992392207868281,0.9948717053142307,0.9927745707493377,0.9946362412173625,0.9951553488592906,0.9936376587146435,0.9921756603501423,0.9925378681569582,0.9940651154290676,0.9944581814716329,0.9932589651527706,0.9970487777457591,0.9954929280614564,0.9928743333993851,0.9946105681169545,0.9941900571838789,0.9965610888676123,0.9962262785258583,0.9963714499475984,0.9953020843290449,0.9963382423593349
5,0.9823662237249782,0.987837653949162,0.9757984657756205,0.9796366963608155,0.9730765754342529,0.9848582035291371,0.9828680099869881,0.9807428646339995,0.9807732333118985,0.9763807961482381,0.9822874703739782,0.978435213590041,0.9805777446318866,0.9755495374490004,0.9760607999822407,0.9748484478590578,0.9779558220765369,0.9849685229033104,0.9798035831826617,0.9768869949533426,0.9740818206418613,0.9776982106636596,0.9813963069198824,0.9738049027059894,0.9744570026633483,0.9770362359865121,0.9791715925906261,0.9755268056053737,0.9744663845118278,0.9724271098235879,0.9838880807624627,0.979620581498007
6,0.9771234546050447,0.9751716094904075,0.9721236482748712,0.9759687517651929,0.9731746500809745,0.9820817537018917,0.9815374885911309,0.9727610262710298,0.9707337120173579,0.9762463468148767,0.9716161668549306,0.9762898332356463,0.9885311604489443,0.9758881567759549,0.9889673327355936,0.9776821980650133,0.9796788954895351,0.9706584371382287,0.9812588885506035,0.9679136335934633,0.9688445796259312,0.9735613742283744,0.977978640936182,0.9737894930298001,0.967915243659715,0.9818645324600173,0.9759201309525005,0.9807480671126387,0.9684750063938289,0.9641540808519714,0.9744996450401996,0.969463867610381
7,0.9760757489812751,0.963261089144113,0.9657732961752762,0.9688099701341664,0.9652904672041159,0.9673573574744998,0.9884378711870537,0.9817270568299211,0.9676157315316343,0.9701662189335766,0.9766864390311424,0.9688033984518373,0.9693703438472275,0.9899230581860917,0.9760786722767897,0.9784083582840406,0.9801745718691423,0.9874990005564307,0.9862424262535495,0.9887982232723829,0.9832615942006827,0.9862457555713949,0.9854293732557198,0.9877842373836984,0.9880813134935581,0.9838980398955315,0.9827101750912302,0.9816726511698162,0.9749382368780165,0.9788288550513661,0.9879210174019598,0.9811626981924468
8,0.987124164009392,0.9861791794092233,0.9849207966526595,0.9847136818924139,0.9816643074187186,0.9824834034713602,0.979874143978002,0.9792394939778554,0.9846873937417665,0.985612543138968,0.9863486672304084,0.9827848332481508,0.9835734174102898,0.9850262922006416,0.9826677605277176,0.9793243644359122,0.985767483587979,0.9865794793432534,0.9765751717900389,0.9810267655637764,0.9869473416375402,0.9854011981717901,0.9872590206239608,0.9803162252078403,0.9620039120108623,0.9561032447957393,0.9724053841843998,0.9771665222320525,0.9675013119621538,0.9749753536794696,0.9693322730786555,0.9729985952583053
9,0.9663494568711086,0.9830524587281508,0.9697543967103548,0.9665142793453917,0.9867955950585722,0.9568408758510851,0.965853562102292,0.9842721590400795,0.9847115668839421,0.9641719814805163,0.978211821206194,0.9722109676202886,0.972583360694964,0.9847568829337843,0.9806601869742569,0.9855817748380044,0.9821134766969097,0.9761611305874738,0.9788018485971193,0.984751784378371,0.9748582909738396,0.971791040774679,0.9651353190655148,0.9668362138693389,0.956847950766097,0.9833211317223495,0.9879452137357879,0.9791913993535055,0.9699291834331841,0.9711174769958681,0.9804593413440585,0.9830973277615763
