,Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
0,2.7496384601473927,2.8051394932491025,2.8228461402536476,2.7496518989321515,2.6393746416574655,2.7372832740064705,2.7565200985940495,2.8644280088256755,2.9222447460476344,2.749533292224657,2.763180493200901,2.8426988920886513,2.834129026400625,2.8737672818631426,2.7558026023966,2.717749392724093,2.6904608811461967,2.6743629965848106,2.7823495120079826,2.7816444683525328,2.803464758035416,2.8013402461032073,2.793279579284737,2.727081876931124,2.8537215679804104,2.9642728795265603,2.8912533176793436,2.7520424077515373,2.6900145374718023,2.8471002564981758,2.6857522864544814,2.803077149169928
1,2.776186722848908,2.75659431848301,2.682600545418157,2.8186112841526954,2.828301450197347,2.7504406043600373,2.7200752916169737,2.683809829815243,4.3097745405025485,4.43850385045883,4.116142071816203,4.263128463394421,4.341721116062582,4.878518819635849,4.374283227057502,4.2919632979038065,4.117209678867167,4.2656907036388505,4.443804531380262,4.556842468202829,4.496925186024932,4.219115185508363,4.284965168061294,4.492651171992002,4.938621162724081,5.256997829286072,4.644158177722832,4.4806338698394494,4.331354245641762,4.694965576813591,4.0627163656947785,4.779931474134358
2,4.947214039325113,4.974094786604366,4.92786644928021,4.546061971644874,4.4768712768417265,4.680678559714639,4.7601604205822445,4.83757046055175,5.108911933615147,4.215729659839406,4.901764768919066,4.0930700433842855,4.776473327793553,4.9164794197165085,4.4564485981512565,4.0219762846998,3.0962642162027474,3.130241375521789,3.098891857974399,3.042953983313128,3.130813591185282,3.230244593648209,3.1536730963299697,3.1269456870806596,3.171056098816179,3.1050771603430984,3.1024825262997893,3.1276667884833995,3.2132249581160197,3.1597935983786414,3.140734635070336,3.064423313191438
3,3.1807833117602655,3.1292586847924446,3.195971741506466,3.087131080735468,3.201772115511259,3.076618894039385,3.1064675565065887,3.1811364917175387,3.116560241988815,3.0953925800111977,3.214493486182133,2.956682130123392,3.1249800178245843,3.032896918036983,3.065179214367868,3.105601271492182,3.0085920775623203,3.0295227503291984,3.0002336286152835,2.9875801414068386,3.0115966761347703,3.104727256726237,3.0810294183938955,3.0717183387343807,5.272827054955564,5.140491940197838,5.4241606927802275,5.628229975800652,5.538426083542302,5.33748007518303,5.47250893107576,5.081979320301628
4,5.3282184472628735,5.322151028074558,5.265736575768419,5.37195634390723,5.42388035510675,5.312672137870771,5.514538615343982,5.256937213456649,5.543634970609089,4.932124062724317,5.084368334159811,5.199138739482132,5.208903020537348,5.360994272045544,5.080439454696435,5.278367866857448,5.294386507580274,5.457236583487291,5.176395140248522,4.885454394282804,5.084247462724917,5.276691429440245,5.3766787207102436,5.606655504928151,5.347055237346898,5.506394728592998,5.26513386710804,5.4119866501232705,5.4391059632875685,5.521522619478166,5.217906716974527,6.309539387908228
5,4.0186188398353115,4.160741653402972,4.255354431613633,4.054736468753638,3.9237086064171875,4.247423977605093,4.101509486405396,4.166747107411885,4.136960660634182,4.184567013831741,4.089763698952608,4.00616630808489,4.24415974248974,4.15324705408725,4.290597492513398,4.350446865272205,4.397328061077417,4.124692667421892,4.042192326564693,4.077952360752211,4.13436154572324,4.257883208265551,4.14689864171649,4.127431913378913,4.005805548922445,3.804229847822087,4.138658688426626,3.9565649682108583,4.195637699840031,3.802262822718328,4.1693996470548615,3.979187801771484
6,3.966612747964897,4.014755019684562,3.967015058280018,3.9338713815562047,3.764762437755563,4.050669747243149,4.0428051519600725,3.9274818173588897,3.4604997669480237,3.518388036155618,3.5324503422129316,3.4933148361764217,3.9364748546755646,3.573746899823073,4.0246280210041,3.586709318793886,3.648015640282303,3.5686794861951734,3.7118145100411173,3.525754626334779,3.5506467588603265,3.5749913960916544,3.731243551511301,3.4131776370712106,3.6616435642266847,3.662382229711996,3.5883546482385897,3.699946656429351,3.3506760345093256,3.4553150356836104,3.5326998241532146,3.631189633861887
7,3.5944185814299443,3.3782360942441176,3.3694431316082656,3.32408224679885,3.419256626111002,3.3026071832632753,3.949178172828131,3.621393716449669,3.3266153017278577,3.4399764297147457,3.5212547604479716,3.471488528956135,3.4140114204265926,4.050428536596665,3.535771226834604,3.6243712879676457,3.8447989302366747,4.020943503836298,3.9196246413019113,4.096765843372908,3.864468144867274,4.100621164781343,3.9844136551282787,4.040577080317837,3.9861087832440174,3.886700759266096,3.900589304246253,3.8100712078594006,3.7842388044786612,3.7871799792142498,4.107326728639643,3.6906783604718814
8,4.1184344936095565,3.9161896088352885,4.008031726848869,3.8936455756512007,3.692308447691492,3.775848612231879,3.76059632733901,3.7373764784235206,3.9783360610965004,3.859490924270974,3.9540738985104977,3.716918930281603,3.777330699338802,3.885283918072169,3.830985715013371,3.804009695070763,3.851981333805837,3.96022608092703,3.632882023216218,3.746721887871387,3.9932940056464648,3.976847916474939,3.955046434826451,3.7579902583576765,3.1567713751661115,3.071805352006799,3.259182443505891,3.465631999799848,3.2818651299758272,3.3953209583067943,3.262123371337554,3.480253690823363
9,3.1910475842360766,3.7533036353812124,3.19175537131453,3.2520786383472573,3.9300091032245,3.1084423478511964,3.260310659723198,3.6756988256775847,3.720043329323665,3.183788942477913,3.5721088701679493,3.359316720169742,3.294396996043169,3.7597757662184152,3.6142045306233688,3.812151253357923,3.620146891187525,3.5509738831814444,3.6237151417907336,3.728977630275645,3.455615531719987,3.279629126422089,3.227086821861963,3.236942499370768,3.0624295297653727,3.7002241490258623,4.046037446611945,3.5308286689505963,3.256201517460724,3.430212503604696,3.5633338843215046,3.6875165623533954
